縣市,序號,擬參選人,選舉名稱,申報序號,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,收入小計,超過三萬元之收入總額,金錢收入總額,非金錢收入總額,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出,支出小計,超過三萬元之支出總額,金錢支出總額,非金錢支出總額,結算日專戶存款餘額,(加)購買金錢以外之財產,(減)變賣金錢以外之財產,餘額,收支結存內金錢餘額,金錢以外之財產,會計師事務所全名,會計師姓名,製表人,結算日期,申報日期,更正日期
新竹市,1,王文福,107年村(里)長選舉,首次申報,0.00,50000.00,0.00,0.00,0.00,0.00,50000.00,50000.00,50000.00,0.00,0.00,26650.00,0.00,0.00,23300.00,0.00,2560.00,0.00,0.00,0.00,52510.00,0.00,52510.00,0.00,50000.00,0.00,0.00,-2510.00,-2510.00,0.00,,,余淑貞,1071117,1071220,
新竹市,2,朱毅,107年村(里)長選舉,首次申報,50000.00,0.00,0.00,0.00,0.00,1.00,50001.00,50000.00,50001.00,0.00,0.00,50000.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,50080.00,50000.00,50080.00,0.00,1.00,0.00,0.00,-79.00,-79.00,0.00,,,朱毅,1071221,1080222,
新竹市,3,曾楷耀,107年村(里)長選舉,首次申報,12500.00,0.00,0.00,0.00,1147.00,0.00,13647.00,0.00,13647.00,0.00,0.00,6450.00,0.00,54000.00,1800.00,0.00,0.00,0.00,0.00,0.00,62250.00,54000.00,62250.00,0.00,147.00,0.00,0.00,-48603.00,-48603.00,0.00,,,曾楷耀,1071123,1080214,1080425
新竹市,4,黃玉仙,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,黃玉仙,1071224,1080213,
新竹市,5,黃承澤,107年村(里)長選舉,首次申報,24600.00,0.00,0.00,0.00,0.00,0.00,24600.00,0.00,24600.00,0.00,0.00,28560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28560.00,0.00,28560.00,0.00,0.00,0.00,0.00,-3960.00,-3960.00,0.00,,,黃承澤,1071129,1080222,
新竹市,6,黃滿女,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,黃滿女,1071224,1080123,
新竹市,7,劉邦原,107年村(里)長選舉,首次申報,32000.00,0.00,0.00,0.00,2147.00,0.00,34147.00,0.00,34147.00,0.00,60000.00,0.00,0.00,0.00,769.00,1512.00,5436.00,0.00,0.00,1076.00,68793.00,0.00,68793.00,0.00,0.00,0.00,0.00,-34646.00,-34646.00,0.00,,,楊水菊,1071223,1080214,
新竹市,8,謝萬宗,107年村(里)長選舉,首次申報,51400.00,6600.00,0.00,2000.00,147.00,4.00,60151.00,0.00,60151.00,0.00,0.00,2268.00,0.00,15000.00,1435.00,0.00,43050.00,0.00,0.00,0.00,61753.00,0.00,61753.00,0.00,151.00,0.00,0.00,-1602.00,-1602.00,0.00,,,謝萬宗,1071221,1080221,1080401
新竹市,9,鍾敏華,107年村(里)長選舉,首次申報,147.00,0.00,0.00,0.00,0.00,0.00,147.00,0.00,147.00,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,600.00,0.00,147.00,0.00,0.00,-453.00,-453.00,0.00,,,鍾敏華,1070926,1080212,
新竹縣,1,李昆哲,107年村(里)長選舉,首次申報,147.00,0.00,0.00,0.00,0.00,0.00,147.00,0.00,147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50000.00,0.00,0.00,0.00,50000.00,50000.00,50000.00,0.00,147.00,0.00,0.00,-49853.00,-49853.00,0.00,,,李昆哲,1070913,1080129,1080417
新竹縣,2,范振東,107年村(里)長選舉,首次申報,290000.00,0.00,0.00,0.00,0.00,0.00,290000.00,290000.00,290000.00,0.00,0.00,59000.00,0.00,40000.00,40000.00,0.00,182490.00,0.00,0.00,0.00,321490.00,306490.00,321490.00,0.00,0.00,0.00,0.00,-31490.00,-31490.00,0.00,,,范振東,1071122,1080215,1080506
新竹縣,3,張紹仁,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,張紹仁,1071224,1080130,
新竹縣,4,喇藺．猶命,107年村(里)長選舉,首次申報,91500.00,0.00,0.00,0.00,20000.00,0.00,111500.00,0.00,111500.00,0.00,20000.00,41717.00,45000.00,0.00,12751.00,15653.00,559.00,0.00,0.00,0.00,135680.00,85000.00,135680.00,0.00,1495.00,0.00,0.00,-24180.00,-24180.00,0.00,,,林芷頡,1071222,1080221,1080321
新竹縣,5,葉美珠,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,周魁倫,1071221,1071221,
新竹縣,6,葉豐田,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,葉豐田,1071224,1080123,
新竹縣,7,鍾更明,107年村(里)長選舉,首次申報,95000.00,0.00,0.00,0.00,0.00,21.00,95021.00,0.00,95021.00,0.00,0.00,25160.00,0.00,0.00,151120.00,0.00,4000.00,0.00,0.00,0.00,180280.00,112000.00,180280.00,0.00,21.00,0.00,0.00,-85259.00,-85259.00,0.00,,,鍾更明,1071221,1080129,1080312
桃園市,1,丁福成,107年村(里)長選舉,首次申報,6600.00,0.00,0.00,0.00,0.00,0.00,6600.00,0.00,6600.00,0.00,0.00,16500.00,4000.00,0.00,2955.00,0.00,260.00,0.00,0.00,0.00,23715.00,0.00,23715.00,0.00,6600.00,0.00,0.00,-17115.00,-17115.00,0.00,,,丁福成,1071110,1080113,1080114
桃園市,2,王家慶,107年村(里)長選舉,首次申報,56000.00,140000.00,0.00,0.00,0.00,0.00,196000.00,100000.00,196000.00,0.00,0.00,69000.00,0.00,0.00,113970.00,0.00,34625.00,0.00,0.00,8400.00,225995.00,52000.00,225995.00,0.00,0.00,0.00,0.00,-29995.00,-29995.00,0.00,,,李芳君,1071123,1071217,
桃園市,3,王國棟,107年村(里)長選舉,首次申報,240000.00,0.00,0.00,0.00,0.00,0.00,240000.00,200000.00,240000.00,0.00,0.00,123000.00,0.00,0.00,0.00,0.00,117628.00,0.00,0.00,0.00,240628.00,175578.00,240628.00,0.00,0.00,0.00,0.00,-628.00,-628.00,0.00,,,冉臘,1071123,1080220,1080226
桃園市,4,王祥倜,107年村(里)長選舉,首次申報,0.00,100000.00,0.00,0.00,2000.00,0.00,102000.00,100000.00,102000.00,0.00,0.00,35600.00,0.00,0.00,100000.00,0.00,1000.00,100000.00,0.00,0.00,236600.00,200000.00,236600.00,0.00,0.00,0.00,0.00,-134600.00,-134600.00,0.00,,,王盟涵,1080102,1080102,
桃園市,5,王麗雯,107年村(里)長選舉,首次申報,25000.00,8000.00,0.00,0.00,0.00,0.00,33000.00,0.00,33000.00,0.00,0.00,40200.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,45200.00,40200.00,45200.00,0.00,0.00,0.00,0.00,-12200.00,-12200.00,0.00,,,張詩婷,1080215,1080201,1080304
桃園市,6,安照榮,107年村(里)長選舉,首次申報,241600.00,0.00,0.00,17000.00,63000.00,0.00,321600.00,0.00,320600.00,1000.00,51800.00,149930.00,0.00,52800.00,22800.00,0.00,22600.00,0.00,0.00,26300.00,326230.00,274330.00,325230.00,1000.00,0.00,0.00,0.00,-4630.00,-4630.00,0.00,,,高慈勵,1071124,1080223,1080509
桃園市,7,江珮瑩,107年村(里)長選舉,首次申報,129600.00,6000.00,0.00,0.00,11000.00,0.00,146600.00,0.00,146600.00,0.00,0.00,59600.00,0.00,50000.00,50000.00,0.00,33800.00,0.00,0.00,0.00,193400.00,100000.00,193400.00,0.00,0.00,0.00,0.00,-46800.00,-46800.00,0.00,,,江珮瑩,1071128,1071206,1071228
桃園市,8,何金鳳,107年村(里)長選舉,首次申報,0.00,200000.00,0.00,0.00,0.00,0.00,200000.00,200000.00,200000.00,0.00,0.00,95750.00,0.00,0.00,2560.00,0.00,104400.00,0.00,0.00,0.00,202710.00,130900.00,202710.00,0.00,0.00,0.00,0.00,-2710.00,-2710.00,0.00,,,葉愛華,1071123,1080118,1080125
桃園市,9,吳基東,107年村(里)長選舉,首次申報,8000.00,0.00,0.00,0.00,147.00,0.00,8147.00,0.00,3147.00,5000.00,0.00,26119.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,31119.00,0.00,26119.00,5000.00,0.00,0.00,0.00,-22972.00,-22972.00,0.00,,,吳岳恩,1071124,1080219,
桃園市,10,吳進昌,107年村(里)長選舉,首次申報,86600.00,385000.00,0.00,0.00,147.00,0.00,471747.00,180000.00,471747.00,0.00,20000.00,105284.00,0.00,49155.00,226100.00,0.00,43030.00,30000.00,0.00,0.00,473569.00,320255.00,473569.00,0.00,14717.00,0.00,0.00,-1822.00,-1822.00,0.00,,,吳進昌,1071210,1080108,1080211
桃園市,11,吳順琳,107年村(里)長選舉,首次申報,95200.00,10000.00,0.00,0.00,0.00,0.00,105200.00,0.00,105200.00,0.00,0.00,119270.00,0.00,0.00,42500.00,0.00,8830.00,0.00,0.00,0.00,170600.00,139400.00,170600.00,0.00,5200.00,0.00,0.00,-65400.00,-65400.00,0.00,,,吳順琳,1071203,1071225,1080109
桃園市,12,呂宗聖,107年村(里)長選舉,首次申報,20000.00,0.00,0.00,0.00,0.00,0.00,20000.00,0.00,20000.00,0.00,0.00,29108.00,0.00,0.00,0.00,0.00,6700.00,0.00,0.00,0.00,35808.00,0.00,35808.00,0.00,20000.00,0.00,0.00,-15808.00,-15808.00,0.00,,,呂宗聖,1071123,1080121,
桃園市,13,李世安,107年村(里)長選舉,首次申報,215200.00,0.00,0.00,0.00,0.00,0.00,215200.00,150000.00,215200.00,0.00,0.00,164400.00,0.00,0.00,56000.00,0.00,38620.00,0.00,0.00,0.00,259020.00,157500.00,259020.00,0.00,0.00,0.00,0.00,-43820.00,-43820.00,0.00,,,劉慧君,1071123,1080121,1080128
桃園市,14,李珮瑜,107年村(里)長選舉,首次申報,30000.00,10000.00,0.00,0.00,0.00,0.00,40000.00,0.00,40000.00,0.00,0.00,21310.00,0.00,122000.00,0.00,0.00,0.00,0.00,0.00,0.00,143310.00,100000.00,143310.00,0.00,40000.00,0.00,0.00,-103310.00,-103310.00,0.00,,,李珮瑜,1071215,1080221,
桃園市,15,李勝輝,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,李勝輝,1071224,1080217,
桃園市,16,沈再旺,107年村(里)長選舉,首次申報,100000.00,0.00,0.00,0.00,0.00,0.00,100000.00,100000.00,100000.00,0.00,0.00,0.00,0.00,0.00,49560.00,0.00,61650.00,0.00,0.00,0.00,111210.00,92560.00,111210.00,0.00,0.00,0.00,0.00,-11210.00,-11210.00,0.00,,,沈再旺,1071130,1080129,
桃園市,17,卓榮騰,107年村(里)長選舉,首次申報,17000.00,27000.00,0.00,0.00,0.00,0.00,44000.00,0.00,44000.00,0.00,0.00,6259.00,0.00,0.00,115690.00,0.00,0.00,0.00,0.00,0.00,121949.00,80630.00,121949.00,0.00,39000.00,0.00,0.00,-77949.00,-77949.00,0.00,,,鐘金桃,1071125,1080109,1080114
桃園市,18,林元泉,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,林元泉,1071224,1080212,
桃園市,19,林德忠,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91500.00,16000.00,0.00,0.00,0.00,12204.00,0.00,0.00,0.00,119704.00,81000.00,119704.00,0.00,0.00,0.00,0.00,-119704.00,-119704.00,0.00,,,楊貴美,1071128,1071228,
桃園市,20,林賴玉英,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,林賴玉英,1071224,1080124,
桃園市,21,林錦昌,107年村(里)長選舉,首次申報,46000.00,25000.00,0.00,0.00,0.00,4.00,71004.00,0.00,71004.00,0.00,75000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75000.00,0.00,75000.00,0.00,0.00,0.00,0.00,-3996.00,-3996.00,0.00,,,林錦昌,1080107,1080222,
桃園市,22,邱繼村,107年村(里)長選舉,首次申報,0.00,200000.00,0.00,0.00,0.00,0.00,200000.00,200000.00,200000.00,0.00,0.00,56800.00,0.00,6000.00,18000.00,0.00,125560.00,0.00,0.00,0.00,206360.00,174300.00,206360.00,0.00,0.00,0.00,0.00,-6360.00,-6360.00,0.00,,,邱繼村,1071124,1080215,1080227
桃園市,23,柯志翰,107年村(里)長選舉,首次申報,36000.00,45000.00,0.00,0.00,3000.00,0.00,84000.00,0.00,84000.00,0.00,0.00,65000.00,1940.00,0.00,10420.00,0.00,27886.00,0.00,0.00,0.00,105246.00,65000.00,105246.00,0.00,82000.00,0.00,0.00,-21246.00,-21246.00,0.00,,,柯志翰,1071129,1071205,1071228
桃園市,24,洪寶桂,107年村(里)長選舉,首次申報,200000.00,300000.00,0.00,0.00,0.00,0.00,500000.00,500000.00,500000.00,0.00,60000.00,30272.00,0.00,0.00,355643.00,2291.00,51680.00,0.00,0.00,128.00,500014.00,343000.00,500014.00,0.00,0.00,0.00,0.00,-14.00,-14.00,0.00,,,洪寶桂,1071221,1080222,1080227
桃園市,25,胡妤庭,107年村(里)長選舉,首次申報,31000.00,6000.00,0.00,0.00,0.00,0.00,37000.00,0.00,37000.00,0.00,0.00,132380.00,0.00,0.00,0.00,0.00,41774.00,6000.00,0.00,0.00,180154.00,124803.00,180154.00,0.00,0.00,0.00,0.00,-143154.00,-143154.00,0.00,,,胡妤庭,1080125,1080119,1080128
桃園市,26,徐德旺,107年村(里)長選舉,首次申報,19000.00,21000.00,0.00,0.00,0.00,0.00,40000.00,0.00,40000.00,0.00,0.00,126575.00,0.00,0.00,19000.00,0.00,0.00,0.00,0.00,0.00,145575.00,126575.00,145575.00,0.00,32000.00,0.00,0.00,-105575.00,-105575.00,0.00,,,徐淑華,1071121,1080117,
桃園市,27,秦耀舜,107年村(里)長選舉,首次申報,157400.00,3000.00,0.00,0.00,25147.00,0.00,185547.00,0.00,185547.00,0.00,0.00,88250.00,0.00,25500.00,66400.00,0.00,20108.00,0.00,0.00,0.00,200258.00,51850.00,200258.00,0.00,1047.00,0.00,0.00,-14711.00,-14711.00,0.00,,,秦耀舜,1071125,1071203,
桃園市,28,高曰強,107年村(里)長選舉,首次申報,64800.00,3000.00,0.00,2000.00,2000.00,0.00,71800.00,0.00,69800.00,2000.00,0.00,21000.00,0.00,0.00,70000.00,0.00,2000.00,0.00,0.00,0.00,93000.00,70000.00,91000.00,2000.00,0.00,0.00,0.00,-21200.00,-21200.00,0.00,,,高曰強,1071130,1080212,1080312
桃園市,29,張日益,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16500.00,0.00,0.00,25000.00,0.00,15000.00,0.00,0.00,0.00,56500.00,0.00,56500.00,0.00,0.00,0.00,0.00,-56500.00,-56500.00,0.00,,,張日益,1071123,1080222,1080408
桃園市,30,張忠發,107年村(里)長選舉,首次申報,135600.00,0.00,0.00,0.00,22000.00,0.00,157600.00,0.00,157600.00,0.00,0.00,69709.00,0.00,0.00,94200.00,0.00,17302.00,105600.00,0.00,0.00,286811.00,71900.00,286811.00,0.00,1000.00,0.00,0.00,-129211.00,-129211.00,0.00,,,林靜香,1080201,1080108,1080401
桃園市,31,張鶴騰,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,張鶴騰,1071224,1080225,
桃園市,32,莊絲淳,107年村(里)長選舉,首次申報,43000.00,30000.00,0.00,0.00,0.00,0.00,73000.00,0.00,73000.00,0.00,0.00,34907.00,0.00,36000.00,64000.00,0.00,9299.00,30000.00,0.00,0.00,174206.00,81000.00,174206.00,0.00,0.00,0.00,0.00,-101206.00,-101206.00,0.00,,,莊絲淳,1071214,1080109,
桃園市,33,許文芳,107年村(里)長選舉,首次申報,241000.00,30000.00,0.00,0.00,0.00,0.00,271000.00,0.00,271000.00,0.00,0.00,105920.00,17500.00,1850.00,22000.00,0.00,125426.00,0.00,0.00,0.00,272696.00,98600.00,272696.00,0.00,17000.00,0.00,0.00,-1696.00,-1696.00,0.00,,,許文芳,1071125,1080118,
桃園市,34,許良謀,107年村(里)長選舉,首次申報,0.00,35000.00,0.00,0.00,0.00,0.00,35000.00,0.00,35000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41800.00,0.00,0.00,0.00,41800.00,41800.00,41800.00,0.00,0.00,0.00,0.00,-6800.00,-6800.00,0.00,,,許良謀,1071114,1071227,
桃園市,35,許聖棋,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,許聖棋,1071224,1080220,1080314
桃園市,36,陳上建,107年村(里)長選舉,首次申報,137000.00,10600.00,0.00,0.00,0.00,0.00,147600.00,132000.00,147600.00,0.00,41100.00,106687.00,0.00,0.00,96000.00,0.00,25477.00,47600.00,0.00,0.00,316864.00,140360.00,316864.00,0.00,1000.00,0.00,0.00,-169264.00,-169264.00,0.00,,,陳上建,1071210,1071207,1071228
桃園市,37,陳秀菁,107年村(里)長選舉,首次申報,106800.00,6000.00,0.00,0.00,0.00,11.00,112811.00,0.00,112811.00,0.00,0.00,113395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113395.00,113395.00,113395.00,0.00,0.00,0.00,0.00,-584.00,-584.00,0.00,,,陳秀菁,1071221,1071226,1080103
桃園市,38,陳秀華,107年村(里)長選舉,首次申報,97000.00,5000.00,0.00,0.00,2000.00,0.00,104000.00,0.00,104000.00,0.00,0.00,97000.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,117000.00,97000.00,117000.00,0.00,0.00,0.00,0.00,-13000.00,-13000.00,0.00,,,蔡界壽,1071123,1080129,
桃園市,39,陳長斌,107年村(里)長選舉,首次申報,11600.00,0.00,0.00,0.00,0.00,0.00,11600.00,0.00,11600.00,0.00,0.00,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18000.00,0.00,18000.00,0.00,0.00,0.00,0.00,-6400.00,-6400.00,0.00,,,陳長斌,1071123,1080213,
桃園市,40,陳信棠,107年村(里)長選舉,首次申報,105000.00,6000.00,0.00,0.00,4000.00,0.00,115000.00,0.00,115000.00,0.00,0.00,101860.00,0.00,0.00,0.00,0.00,29740.00,0.00,0.00,0.00,131600.00,85860.00,131600.00,0.00,114780.00,0.00,0.00,-16600.00,-16600.00,0.00,,,陳信棠,1071123,1080216,
桃園市,41,陳義權,107年村(里)長選舉,首次申報,9000.00,0.00,0.00,0.00,0.00,0.00,9000.00,0.00,9000.00,0.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,10000.00,0.00,8945.00,0.00,0.00,-1000.00,-1000.00,0.00,,,陳義權,1071119,1080222,1080322
桃園市,42,彭恭偉,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,彭恭偉,1071224,1080121,
桃園市,43,彭筆達,107年村(里)長選舉,首次申報,76600.00,0.00,0.00,0.00,0.00,0.00,76600.00,0.00,76600.00,0.00,0.00,29000.00,0.00,0.00,51400.00,0.00,630.00,0.00,0.00,0.00,81030.00,37800.00,81030.00,0.00,0.00,0.00,0.00,-4430.00,-4430.00,0.00,,,莊巧蓮,1071126,1080220,1080320
桃園市,44,黃文來,107年村(里)長選舉,首次申報,254800.00,60000.00,0.00,0.00,8900.00,0.00,323700.00,60000.00,245600.00,78100.00,0.00,98935.00,0.00,121799.00,0.00,0.00,138329.00,0.00,0.00,0.00,359063.00,230474.00,280963.00,78100.00,245600.00,0.00,0.00,-35363.00,-35363.00,0.00,,,黃文來,1071203,1080222,1080509
桃園市,45,黃秀滿,107年村(里)長選舉,首次申報,18400.00,0.00,0.00,0.00,0.00,0.00,18400.00,0.00,0.00,18400.00,0.00,12000.00,0.00,0.00,6000.00,0.00,18400.00,0.00,0.00,0.00,36400.00,0.00,18000.00,18400.00,0.00,0.00,0.00,-18000.00,-18000.00,0.00,,,黃秀滿,1071123,1080220,1080325
桃園市,46,黃書宗,107年村(里)長選舉,首次申報,54600.00,0.00,0.00,0.00,0.00,0.00,54600.00,0.00,45600.00,9000.00,0.00,84960.00,0.00,0.00,18040.00,0.00,18156.00,0.00,0.00,0.00,121156.00,34500.00,112156.00,9000.00,0.00,0.00,0.00,-66556.00,-66556.00,0.00,,,黃淑芬,1071205,1080214,
桃園市,47,黃國晏,107年村(里)長選舉,首次申報,107000.00,91800.00,0.00,0.00,9000.00,0.00,207800.00,0.00,191000.00,16800.00,0.00,72400.00,0.00,0.00,16034.00,0.00,16920.00,34800.00,0.00,80000.00,220154.00,135400.00,203354.00,16800.00,0.00,0.00,0.00,-12354.00,-12354.00,0.00,,,黃國晏,1071119,1071130,1071214
桃園市,48,黃嘉振,107年村(里)長選舉,首次申報,78000.00,105000.00,0.00,0.00,0.00,6.00,183006.00,150000.00,183006.00,0.00,0.00,0.00,0.00,50000.00,0.00,0.00,50000.00,105000.00,0.00,0.00,205000.00,200000.00,205000.00,0.00,0.00,0.00,0.00,-21994.00,-21994.00,0.00,,,黃嘉振,1080212,1080212,1080311
桃園市,49,楊振文,107年村(里)長選舉,首次申報,114900.00,50000.00,0.00,0.00,0.00,7.00,164907.00,100000.00,164907.00,0.00,0.00,56932.00,0.00,0.00,13344.00,15017.00,73266.00,55000.00,0.00,6484.00,220043.00,97800.00,220043.00,0.00,7.00,0.00,0.00,-55136.00,-55136.00,0.00,,,楊振文,1080127,1080213,1080227
桃園市,50,楊萬得,107年村(里)長選舉,首次申報,0.00,200000.00,0.00,0.00,0.00,5.00,200005.00,200000.00,200005.00,0.00,0.00,64400.00,0.00,0.00,137000.00,0.00,0.00,0.00,0.00,0.00,201400.00,121600.00,201400.00,0.00,5.00,0.00,0.00,-1395.00,-1395.00,0.00,,,楊萬得,1071221,1080104,1080108
桃園市,51,葉昆展,107年村(里)長選舉,首次申報,75400.00,10000.00,0.00,0.00,0.00,0.00,85400.00,0.00,85400.00,0.00,0.00,29190.00,0.00,0.00,36440.00,0.00,45302.00,0.00,0.00,0.00,110932.00,0.00,110932.00,0.00,0.00,0.00,0.00,-25532.00,-25532.00,0.00,,,葉昆展,1071127,1071127,
桃園市,52,詹瑞梅,107年村(里)長選舉,首次申報,36000.00,0.00,0.00,0.00,0.00,0.00,36000.00,0.00,36000.00,0.00,0.00,40000.00,0.00,0.00,0.00,0.00,5100.00,36000.00,0.00,0.00,81100.00,40000.00,81100.00,0.00,0.00,0.00,0.00,-45100.00,-45100.00,0.00,,,王康任,1080223,1080223,1080312
桃園市,53,廖沛涔,107年村(里)長選舉,首次申報,30000.00,0.00,0.00,0.00,0.00,0.00,30000.00,0.00,30000.00,0.00,0.00,29920.00,0.00,0.00,0.00,0.00,1700.00,0.00,0.00,0.00,31620.00,0.00,31620.00,0.00,0.00,0.00,0.00,-1620.00,-1620.00,0.00,,,廖沛涔,1071130,1080131,
桃園市,54,趙建輝,107年村(里)長選舉,首次申報,26000.00,0.00,0.00,2000.00,2000.00,0.00,30000.00,0.00,17000.00,13000.00,0.00,72498.00,0.00,18000.00,62287.00,0.00,29326.00,0.00,0.00,0.00,182111.00,85647.00,169111.00,13000.00,980.00,0.00,0.00,-152111.00,-152111.00,0.00,,,張雅君,1071221,1080221,1080429
桃園市,55,趙國忠,107年村(里)長選舉,首次申報,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,張筱晴,1071224,1080131,
桃園市,56,劉玉雙,107年村(里)長選舉,首次申報,26000.00,0.00,0.00,0.00,0.00,0.00,26000.00,0.00,26000.00,0.00,4000.00,37520.00,0.00,41795.00,0.00,0.00,5590.00,0.00,0.00,0.00,88905.00,37500.00,88905.00,0.00,26000.00,0.00,0.00,-62905.00,-62905.00,0.00,,,劉玉雙,1071107,1080220,
桃園市,57,鄧立敦,107年村(里)長選舉,首次申報,86000.00,0.00,0.00,5000.00,0.00,0.00,91000.00,0.00,91000.00,0.00,0.00,50000.00,0.00,0.00,0.00,0.00,38155.00,5000.00,0.00,0.00,93155.00,0.00,93155.00,0.00,0.00,0.00,0.00,-2155.00,-2155.00,0.00,,,鄧立敦,1071123,1071211,
桃園市,58,龍畇慈,107年村(里)長選舉,首次申報,292000.00,0.00,0.00,0.00,0.00,0.00,292000.00,292000.00,292000.00,0.00,123000.00,104856.00,0.00,0.00,25460.00,0.00,35616.00,0.00,0.00,3500.00,292432.00,113700.00,292432.00,0.00,292000.00,0.00,0.00,-432.00,-432.00,0.00,,,龍畇慈,1071212,1080223,1080315
桃園市,59,謝佳秀,107年村(里)長選舉,首次申報,56000.00,0.00,0.00,0.00,11000.00,0.00,67000.00,0.00,67000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67000.00,0.00,0.00,67000.00,0.00,67000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,謝佳秀,1080120,1080221,
桃園市,60,鍾國才,107年村(里)長選舉,首次申報,0.00,109600.00,0.00,2000.00,0.00,0.00,111600.00,50000.00,111600.00,0.00,0.00,114000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114000.00,56000.00,114000.00,0.00,21600.00,0.00,0.00,-2400.00,-2400.00,0.00,,,鍾國才,1071128,1080223,1080321
